city	state	permalink	created_at	lat	long
San Jose	CA	sengryyb-evfgbenagr	2015-03-30 22:54:19	37.292214	-121.91246
San Francisco	CA	gur-zbax-f-xrggyr	2015-03-30 23:29:27	37.764721	-122.422986
New York	NY	ovfgeb-znephf	2015-03-31 15:01:15	40.745196	-73.982317
Brooklyn	Ny	bxvjnl	2015-03-31 19:16:19	40.707866	-73.939677
Portland	OR	qh-f-tevyy	2015-03-31 19:59:05	45.54114	-122.607825
Fort Collins	CO	jvyyvnz-byvire-f-choyvpx-ubhfr	2015-04-01 16:34:53	40.551826	-105.037185
New York	NY	ovfgeb-458	2015-04-01 16:40:18	40.73334	-73.99839
Grand Rapids	MI	gur-byq-tbng	2015-04-01 17:22:37	42.919047	-85.647106
Denver	CO	havba-ybqtr-ab-1	2015-04-01 18:27:04	39.746276	-104.994638
Omaha	NE	gndhrevn-gvwhnan	2015-04-01 20:20:28	41.205747	-95.946823
Farmingdale	NY	oynpx-sberfg-oerj-unhf	2015-04-03 22:07:06	40.755063	-73.414426
Sister Bay	WI	uhfol-f-sbbq-fcvevgf	2015-04-06 16:36:37	45.187536	-87.123009
Chicago	Illinois	fba-bs-n-ohgpure	2015-04-06 16:44:37	41.932261	-87.701483
Gainesville	va	gehzzre-f-pbssrr-naq-jvar-one	2015-04-06 17:19:55	38.788451	-77.606837
Augusta	GA	grerfn-f-zrkvpna-erfgnhenag	2015-04-06 20:40:43	33.508186	-82.043787
Minneapolis	Minnesota	erq-jntba-cvmmn-pbzcnal	2015-04-06 21:19:01	44.904513	-93.308612
Cleveland	OH	byqr-evire-lnpug-pyho	2015-04-06 22:02:46	41.478936	-81.740413
Avalon	California	qvivat-pngnyvan	2015-04-06 23:51:34	33.347017	-118.327508
Chicago	IL	cho-eblnyr	2015-04-07 15:53:35	41.902935	-87.679146
Nantucket	MA	nzrevpna-frnfbaf	2015-04-07 22:05:10	41.286897	-70.102548
Washington	DC	pncvgny-sevatr	2015-04-07 23:01:04	38.901288	-76.986058
San Francisco	CA	gur-ovt-erq-ohvyqvat	2015-04-07 23:20:35	37.756034	-122.418592
Brooklyn	 New York	zbybxb-one	2015-04-08 18:07:58	40.694976	-73.954823
Gainesville	GA	ngynagn-obgnavpny-tneqra-ngynagn	2015-04-08 20:38:15	34.338117	-83.817643
Atlanta	GA	ngynagn-obgnavpny-tneqra-tnvarfivyyr	2015-04-08 21:05:58	33.790117	-84.373944
West Hartford	CT	vpuveb-uvonpuv-naq-fhfuv	2015-04-10 22:04:48	41.762015	-72.742908
San Francisco	CA	fnafbz-ovfgeb	2015-04-11 02:38:22	37.790841	-122.40128
San Francisco	CA	zbagtbzrel-pbssrr	2015-04-11 02:49:53	37.790841	-122.40128
Harrisonburg	VA	oryyn-tryngb	2015-04-13 20:52:45	38.448704	-78.870241
Lindenhurst	IL	punaprf-one	2015-04-13 20:55:16	42.407429	-88.003916
Norman	OK	chroyn-abezna	2015-04-13 23:51:24	35.222517	-97.440404
Greensboro	NC	cerlre-oerjvat-pbzcnal	2015-04-14 17:39:33	36.079488	-79.793932
Minneapolis	MN	eriviny	2015-04-14 19:14:15	44.925193	-93.27791
PROVINCETOWN	MA	ndhn-one	2015-04-14 19:15:08	42.048973	-70.188538
PROVINCETOWN	MA	1620-oerjubhfr	2015-04-14 19:28:30	42.049626	-70.188907
Princeton	CA	byq-cevaprgba-ynaqvat	2015-04-14 21:12:54	37.504986	-122.486171
Atlantic Beach	North Carolina	crfpnen	2015-04-14 22:07:52	34.699118	-76.739284
San Francisco	CA	qrne-zbz	2015-04-14 22:27:23	37.765625	-122.413403
San Francisco	CA	juvfxrl-guvrirf	2015-04-14 22:34:02	37.786228	-122.417151
San Francisco	CA	guvrirf-gnirea	2015-04-14 22:39:07	37.768217	-122.42426
New York	NY	qnagr-jrfg-ivyyntr	2015-04-15 22:00:36	40.728885	-74.001862
Santa Monica	CA	fvzcyrguvatf-fnagn-zbavpn	2015-04-16 19:49:54	34.022177	-118.493973
Portsmouth	NH	ebj-34-2aq-ybpngvba	2015-04-17 20:00:01	43.077609	-70.760607
Portland	ME	pebbarf-pbpxgnvyf	2015-04-17 23:56:13	43.657992	-70.255587
albany	ny	cbegryyv-f-wbr-a-qbhtu-pnsrfrys-freir	2015-04-20 16:06:38	42.706193	-73.866779
Sister Bay	WI	ovre-mbg	2015-04-20 18:45:56	45.189166	-87.121527
San Francisco	CA	naanoryyr-f-one-ovfgeb	2015-04-20 20:49:50	37.784881	-122.405061
South Portland	ME	gur-funpx	2015-04-21 16:09:24	43.632434	-70.303414
Austin	TX	whavcre-nhfgva	2015-04-21 16:57:40	30.254884	-97.717724
Washington	DC	tnmhmn	2015-04-21 20:44:58	38.912122	-77.044446
New Hope 	PA	ybtna-vaa	2015-04-21 22:20:00	40.363402	-74.951628
Tomball	TX	envqre-vpr-4	2015-04-21 22:34:57	30.116801	-95.554474
Keystone Heights	FL	pbhagel-pngreref-ood-sbbq-gehpx	2015-04-21 23:03:01	29.790039	-82.064163
Algoma	WI	nuancrr-oerjrel	2015-04-22 21:06:42	44.609398	-87.435349
Phoenix 	AZ	frabe-fhfuv	2015-04-23 20:09:04	33.495912	-112.152804
Houston	TX	syhss-onxr-one	2015-04-24 16:17:39	29.751822	-95.376887
Miami	For	znxvf-cynpr-onlfvqr	2015-04-24 17:03:58	25.777355	-80.185572
Richmond	VA	gnfgr-bs-gbnfg-yyp	2015-04-24 17:48:17	37.549484	-77.452236
Washington	DC	qp-tevyy-rkcerff	2015-04-24 17:52:49	38.916073	-77.041381
Washington	DC	penar-ghegyr	2015-04-24 18:08:50	38.941725	-77.024557
Boone	NC	tnzrxrrcre-erfgnhenag	2015-04-24 20:02:55	36.167946	-81.716661
Bar Harbor 	Maine	svqqyrurnqf	2015-04-24 23:12:22	44.383455	-68.2032
Chicago	IL	rgab-tebhc-yyp	2015-04-27 16:20:28	41.928715	-87.653588
Concord	NH	yvir-whvpr	2015-04-27 20:16:17	43.204009	-71.535618
Portland	OR	zhfryrg	2015-04-27 20:37:48	45.510325	-122.678272
Hayward	CA	gur-phcpnxr-fubccr-cbf	2015-04-27 22:20:54	37.673637	-122.083478
Appleton	WI	fcrnxrnfl-hygen-ybhatr	2015-04-28 15:32:52	44.25888	-88.428922
Greensboro	NC	znkvr-o-f	2015-04-28 17:05:57	36.103276	-79.825138
Brooklyn	NY	orq-ilar-pbpxgnvy	2015-04-28 18:03:44	40.683035	-73.940625
Marysville	MI	unefraf-vfynaq-oerjrel	2015-04-28 18:32:54	42.924454	-82.469645
Ketchum	ID 	jnesvryq-qvfgvyyrel-oerjrel	2015-04-28 18:33:33	43.680462	-114.364024
Long Island City	NY	yvp-znexrg	2015-04-28 18:50:17	40.747523	-73.945493
New York 	Ny	onoh-wv	2015-04-28 19:46:10	40.72746	-73.979185
Hattiesburg	MS	pbggba-oyhrf-erfgnhenag	2015-04-28 20:51:32	31.320871	-89.385302
Jamestown	NC	crexl-f-pnsr	2015-04-28 20:54:08	35.993899	-79.935989
More head City 	NC	yn-creyn	2015-04-28 21:40:43	34.734556	-76.730486
Omaha	NE	znevn-obavgn	2015-04-28 23:45:41	41.212918	-95.995295
San Antonio	TX	ovt-thvqbf	2015-04-29 15:58:38	29.519081	-98.534617
Brooklyn	NY	fnzrfn	2015-04-29 17:54:44	40.668786	-73.929743
Rutland	VT	oevk-jvar-one	2015-04-29 21:06:51	43.606091	-72.979126
Carson	CA	cbxr-rgp	2015-04-30 16:41:26	33.831354	-118.259861
Jacksonville Beach	FL	thfgb	2015-04-30 18:58:41	30.286962	-81.402736
Belgrade	MT	qrfreg-ebfr-erfgnhenag-pngrevat	2015-04-30 22:53:28	45.776779	-111.177731
Kelso	WA	yrkv-f-cvmmn-cho	2015-04-30 23:07:24	46.187273	-122.90637
Montauk	NY	obbol-genc-al	2015-05-01 16:45:06	41.072387	-71.941
Nashville	TN	ybir-crnpr-cub	2015-05-01 16:49:01	36.131508	-86.778502
Jersey City	NJ	yvoregl-ubhfr-erfgnhenag	2015-05-01 18:46:22	40.709076	-74.040052
New York	NY	pvgl-zhffryf	2015-05-01 21:15:08	40.763512	-73.982337
Brooklyn	NY	nzrqrb	2015-05-01 22:39:19	40.67838	-73.986287
Cornelius	NC	byq-gbja-choyvp-ubhfr	2015-05-04 23:37:05	35.48202	-80.860688
New Haven	CT	bnx-unira-gnoyr-one	2015-05-05 00:07:44	41.314909	-72.911283
Portland	OR	qne-fnynz	2015-05-06 17:18:40	45.559206	-122.635374
Springfield	IL	craal-one	2015-05-06 22:27:17	39.768521	-89.66441
sunnyside	NY	fbyryhan	2015-05-06 22:41:12	40.744138	-73.924013
Detroit	MI	3svsgl-greenpr	2015-05-07 21:49:34	42.337044	-83.045763
Longmont	Colorado	ebfnyrr-f-cvmmrevn	2015-05-08 16:41:04	40.167005	-105.102782
New York	NY	yhzcvn-funpx-fzbetnfohet	2015-05-08 20:13:35	40.707088	-74.003546
Bedford	PA	gur-gjvfgrq-gebhg	2015-05-08 21:26:59	40.063296	-78.510595
Rosebush	MI	ebm-f-qvare	2015-05-11 16:49:54	43.698502	-84.767892
Chicago	IL	fbhgucbeg-tebprel-naq-pnsr	2015-05-13 19:28:13	41.946743	-87.664357
Seattle	WA	uryyorag-oerjvat-pb	2015-05-13 22:45:15	47.723973	-122.293177
Edgartown	MA	fxvaal-f-rqtnegbja	2015-05-14 20:00:05	41.389458	-70.512918
"Kailua Kona	"	HI	pvgvmra-vevfu-choyvx-ubhfr	2015-05-18 16:21:25	19.634285	-155.988948
Brooklyn	NY	p-zba-rirelobql	2015-05-18 21:18:07	40.688316	-73.956876
New York	NY	v-fbqv	2015-05-18 21:22:22	40.733476	-74.005008
Windsor	CT	orne-f-fzbxrubhfr-oneorphr	2015-05-19 16:19:05	41.914549	-72.674489
Bristol	ME	uneobe-ebbz	2015-05-19 21:41:26	43.881153	-69.499895
Milpitas	CA	hbgbzb-fhfuv	2015-05-19 23:27:03	37.430254	-121.9092
San Diego	CA	xvgpura-4140	2015-05-20 16:02:34	32.815087	-117.219451
Winthrop	WA	pbccre-tynapr	2015-05-20 22:20:25	48.478643	-120.185917
San Francisco	California	pvgl-ol-gur-onl	2015-05-20 22:56:44	37.790841	-122.40128
Portland	OR	yvy-jnerf	2015-05-20 23:30:46	45.548443	-122.616348
Austin	TX	4gu-gnc-oerjvat-pbbcrengvir	2015-05-21 18:46:23	30.385196	-97.711935
Southampton	NY	pvepbf-fbhgunzcgba	2015-05-21 22:59:46	40.895061	-72.38819
Clarksville	IN	gur-jvqbj-f-jnyx-vpr-pernzrel-naq-ovplpyr-eragnyf	2015-05-21 23:02:03	38.270758	-85.754989
Chicago	ILLINOIS (IL)	sverpnxrf-sbbq-gehpx	2015-05-21 23:04:28	41.891408	-87.630427
Miami Beach	FL	pnagvan-27	2015-05-26 22:15:46	25.803948	-80.125082
Menahga	MN	gur-bhgcbfg	2015-05-26 22:17:58	46.776745	-94.894442
New York	NY	znppuvan	2015-05-27 00:51:15	40.801021	-73.967546
Indianapolis	IN	enzra-enl	2015-05-27 19:31:38	39.883642	-86.072333
Chicago	IL	frqtjvpx-f-one-tevyy	2015-05-27 23:08:20	41.9177	-87.638587
New York	NY	ebroyvat-fcbegvat-pyho	2015-05-27 23:12:37	40.717035	-73.954613
Buena Park	CA	gvpr-ubhfr-pnsr	2015-05-28 20:33:05	33.864758	-117.998462
Chicago	IL	gur-eriry-ebbz	2015-05-28 20:36:24	41.909797	-87.677062
San Francisco	CA	jneubefr-jrfg-ubfcvgnyvgl	2015-05-28 22:48:24	37.781883	-122.411323
Chicago	IL	gur-natel-peno	2015-05-28 22:51:13	41.984582	-87.697159
San Jose	CA	urael-f-jbeyq-snzbhf-uv-yvsr	2015-05-28 22:52:53	37.335461	-121.898162
San Francisco	CA	gur-jubyr-ornfg-gur-unyy	2015-05-28 23:12:34	37.781883	-122.411323
Salem	MA	onzobyvan	2015-05-29 19:49:04	42.520382	-70.891638
Philadelphia	PA	haqretebhaq-negf	2015-05-29 19:53:08	39.959104	-75.158317
Valparaiso	IN	svther-rvtug-oerjvat	2015-05-29 20:01:42	41.466599	-87.06123
Chicago	Illinois	gur-zbanepu	2015-05-29 20:27:29	41.9104	-87.671917
Ambler	PA	tlcfl-oyh	2015-06-01 18:49:49	40.153971	-75.22272
Vacaville	CA	shwv-fhfuv-obng-ohssrg	2015-06-01 18:53:02	38.370034	-121.960569
Eugene	OR	qhpx-one-tevyy	2015-06-02 20:00:49	44.053579	-123.119907
Yakima	WA	ubc-angvba-oerjvat-pbzcnal	2015-06-03 16:27:28	46.602753	-120.509626
Talleyville 	DE	pbeare-ovfgeb	2015-06-03 17:42:20	39.808991	-75.546735
Las vegas	Nevada	terra-ebbz	2015-06-03 23:42:24	36.070302	-115.273224
Miami 	FL	gur-srqreny	2015-06-04 17:05:21	25.823443	-80.187438
Brooklyn	NY	xurzvfgel-one-gur-yno	2015-06-04 17:10:14	40.685869	-73.929947
Surf City	NC	gbc-fnvy-ovfgeb	2015-06-04 17:51:48	34.425539	-77.547666
Lewisville	Tx	ubyynqnl-sbbq-fcvevgf	2015-06-05 22:24:11	33.046096	-96.994842
Fernley	NV	ynxr-gnubr-oerjvat-sreayrl	2015-06-05 22:29:38	39.608455	-119.221258
Orlando	Fl	gbnfgrq-ynxr-aban	2015-06-08 17:48:35	28.410193	-81.243022
Buffalo	NY	fgreyvat-gnc-jhefg	2015-06-08 18:54:34	42.94742	-78.852596
Panorama City	California	gbgb-f-frnsbbq-tevyy	2015-06-08 18:56:46	34.221731	-118.447976
Oak Bluffs	MA	fvera-fhfuv	2015-06-08 19:32:21	41.457079	-70.557683
Grand Rapids	Michigan	gur-ryrpgevp-purrgnu	2015-06-08 21:46:41	42.955716	-85.643795
Alexandria Bay	New York 	gur-xvgpura	2015-06-09 17:22:24	44.337017	-75.919981
Montauk	NY	uneobe-enj-one-arj	2015-06-09 18:54:45	41.072387	-71.941
Mooresville	IN	mlqrpb-f	2015-06-11 18:31:27	39.612567	-86.374356
Washington	DC	fbhgurea-rssvpvrapl-rng-gur-evpu	2015-06-15 20:34:17	38.915158	-77.02167
Richmond	Virginia	gur-zntcvr-ein	2015-06-15 20:36:33	37.55519	-77.450928
New York	New York	znaunggna-oerj-ivar	2015-06-15 20:38:38	40.801491	-73.961579
New York	NY	cnfpnybh	2015-06-16 17:02:02	40.785099	-73.95574
Miami Beach	Florida	obbxf-obbxf-yvapbya-ebnq	2015-06-16 22:25:46	25.790858	-80.138311
Washington	DC 	qp-goq	2015-06-17 19:38:33	38.881842	-76.994697
Aspen	CO	zneh-fhfuv	2015-06-17 19:40:28	39.188358	-106.819868
Narragansett	RI	punve-5	2015-06-17 19:42:32	41.374387	-71.484944
Brooklyn	NY	snzvyl-fgber	2015-06-17 20:48:24	40.635424	-74.025939
Camden	Maine	cvt-cbrg	2015-06-17 20:50:23	44.216766	-69.059059
Milwaukee	WI	zreevzrag-fbpvny	2015-06-18 18:51:07	43.029614	-87.908614
Occoquan	Virginia	obggyr-fgbc-jvar-fubc	2015-06-18 18:52:28	38.684533	-77.261002
Hazelcrest 	Il	synibe-oehapu	2015-06-18 18:54:09	41.569074	-87.694251
Chicago	Illinois	gur-oneeryubhfr-syng	2015-06-19 17:12:38	41.92946	-87.654807
South Windsor	CT	orne-f-fzbxrubhfr-ood-pngrevat	2015-06-19 19:39:06	41.809094	-72.601763
San Antonio	TX	lryybj-svfu-fhfuv-fna-nagbavb	2015-06-19 22:17:49	29.59464	-98.527679
Portland	OR	oheenfpn	2015-06-22 22:54:51	45.50328	-122.64486
De Pere	WI	cebbs	2015-06-23 19:17:00	44.449777	-88.060843
Waltham	MA	nzhyrgb-zrkvpna-gnoyr	2015-06-23 19:19:49	42.367955	-71.237185
Eugene	OR	gur-unzzrerq-ynzo	2015-06-24 16:35:17	44.049857	-123.095047
Liberty Lake	Washington	gur-ohgpure-oybpx	2015-06-24 18:28:18	47.674162	-117.113376
Liberty Lake	WA	unl-w-f-ovfgeb	2015-06-24 18:30:45	47.673931	-117.111642
Stone Harbor	NJ	dhnubtf-frnsbbq-funpx	2015-06-24 21:54:46	39.053254	-74.759404
Fairfax	CA	ivyyntr-fnxr	2015-06-27 00:03:25	37.986662	-122.5891
Bridgton	Maine	qevc-znvar	2015-07-02 21:13:12	44.054098	-70.702055
San Antonio	TX	frean-f-onpxlneq-fcbegf-one	2015-07-06 21:23:05	29.430593	-98.73184
Hartsdale	NY	xvfuhln	2015-07-08 15:32:32	41.023353	-73.793912
Dallas	TX	cnedhrg	2015-07-08 17:33:31	32.796569	-96.80495
Brooklyn 	NY 	oerhxryra-oenffrevr	2015-07-08 17:58:04	40.674468	-73.950333
Long Beach	ca	purxb-ry-erl-qry-fnenaqrnqb	2015-07-09 20:15:24	33.854562	-118.188949
Chicago	Il	nzcrefnaq-jvar-one	2015-07-15 21:21:38	41.970175	-87.679198
Miami	FL	prageb-gnpb	2015-07-21 18:40:42	25.773001	-80.18876
