city	state	permalink	created_at	lat	long
Milwaukee	WI	fcvgsverf-ba-fgngr	2014-10-29 22:27:33	43.044493	-87.976265
Astoria	NY	gur-yrgybir-vaa	2014-10-30 17:24:46	40.775639	-73.914695
Bluffton	SC	crccref-byq-gbja	2014-10-30 20:40:48	32.237266	-80.865997
Dallas	TX	gur-nypbir	2014-10-30 21:33:16	32.797921	-96.798046
Alhambra	CA	fhfuv-nxngben-nyunzoen	2014-10-31 20:01:01	34.094631	-118.128334
Brooktondale	NY	tbyn-bfgrevn	2014-10-31 20:15:33	42.388332	-76.412396
Flushing	NY	fghqvb-z-one-naq-ybhatr	2014-10-31 21:31:46	40.762182	-73.831056
Hartsdale	NY	pbccre-xrggyr-pnsr	2014-10-31 21:40:43	41.012214	-73.796
Portland	ME	vfn-cbegynaq-zr	2014-10-31 23:25:13	43.658092	-70.264944
Bend	OR	pubj-oraq	2014-11-03 20:30:43	44.062663	-121.328037
Brick	NJ	gvyvcnab	2014-11-03 21:35:31	40.065775	-74.096389
Los Angeles	CA	cbpx-cbpx-cnq-gunv	2014-11-04 00:24:23	34.061335	-118.238823
Waco	TX	pbnpu-f-fzbxrf	2014-11-04 00:42:19	31.558124	-97.130265
Cambridge	MA	gur-gnoyr-ng-frnfbaf-gb-gnfgr	2014-11-04 16:06:10	42.398835	-71.13162
New York 	NY	gjb-unaqf-pnsr	2014-11-04 16:51:53	40.719676	-73.995959
 Georgetown	CT	trbetrgbja-fnybba	2014-11-04 18:24:21	41.257484	-73.427466
Madison	WI	znqvfba-fbheqbhtu	2014-11-04 20:52:40	43.08006	-89.36948
Key Biscayne	FL	ory-cbfgb-ng-gur-bprnan	2014-11-05 00:04:38	25.695505	-80.158389
Manhattan Beach	CA	fhfuv-nxngben-fha-bk	2014-11-05 01:02:45	33.901033	-118.417521
Nashville	TN	gjb-gra-wnpx	2014-11-05 16:47:00	36.182563	-86.734846
Nashville	TN	yhpxl-oryyl	2014-11-05 17:04:26	36.13658	-86.802586
Ridgewood	New Jersey	terra-byvir-oenapu-pbzcnal	2014-11-05 18:13:48	40.979833	-74.11905
Miami	Fl	pblb-gnpb	2014-11-06 18:53:23	25.799718	-80.199151
Bend	OR	wnpxfba-f-pbeare-oraq	2014-11-07 00:35:02	44.052973	-121.318548
Brooklyn	New York	fhrqr	2014-11-07 16:36:13	40.644557	-73.92343
Lyndonville	VT	ohexr-choyvp-ubhfr	2014-11-07 20:43:08	44.525071	-71.998151
Atlanta	GA	freivpr-one	2014-11-11 01:11:39	33.7778	-84.388053
Lakeland	FL	gur-cvax-cvnab-freranqr	2014-11-11 19:21:07	28.005642	-82.028726
Brooklyn	NY 	gur-zhapuvr-funpx	2014-11-11 22:42:03	40.587139	-73.944891
Kansas City	MO	zrzn-f-onxrel-jnyahg-fg	2014-11-11 23:44:20	39.097741	-94.582213
Springfield	OR	zbunjx-gnirea	2014-11-12 00:05:40	44.058212	-123.000065
Brooklyn	NY	ohggre-fpbgpu	2014-11-12 20:32:23	40.669996	-73.958384
New York	NY 	onen	2014-11-12 20:40:40	40.723947	-73.989145
Taos Ski Valley	NM	gur-ubgry-fnvag-oreaneq	2014-11-12 21:40:55	36.595477	-105.450499
New York	NY	onthrggr-one-znpqbhtny-fg	2014-11-14 19:23:00	40.732274	-73.997513
Anchorage	AK	erfbyhgvba-oerjvat	2014-11-14 19:34:42	61.159926	-149.867055
San Franciso	CA	graqre	2014-11-14 20:17:31	37.786339	-122.459264
New York	NY	ebhtr-alp-jvar-one	2014-11-14 20:58:44	40.7203	-73.988531
Cambridge	MA	ovfd-oretnzbg	2014-11-14 22:56:50	42.373001	-71.095053
New orleans	La	zntnfva-ivrganzrfr-pnsr	2014-11-15 00:01:21	29.921143	-90.09926
Goose Creek	SC	fnccuverf	2014-11-17 17:25:22	33.002242	-80.038862
Bogart	GA	ybpny-gnoyr	2014-11-17 20:43:27	33.963078	-83.544765
Rancho Cucamonga	CA	fvzcyl-fjrrgf	2014-11-17 22:35:17	34.116191	-117.53031
Brooklyn	New York	gur-znaunggna-vaa	2014-11-18 19:15:43	40.724022	-73.950664
Boston	MA	oebnqjnl-erfgnhenag-yyp	2014-11-19 19:16:57	42.336926	-71.047897
Chicago	IL	jnssyrf-evire-abegu-oebnqjnl	2014-11-19 21:17:58	41.897972	-87.623614
Tuckahoe	NY	ghpxrq-njnl-one-a-tevyy	2014-11-19 21:30:11	40.951377	-73.828958
Fords	NJ	sver-a-vpr-ubbxnu-one-ybhatr	2014-11-19 22:08:03	40.547595	-74.323086
Castle rock	CO	pbccre-perrx	2014-11-20 00:06:39	39.374909	-104.858296
Miami	FL 	gur-pnsr-ng-obbxf-naq-obbxf	2014-11-20 16:43:08	25.787684	-80.188633
Dorchester	MA	obfgba-uneobe-qvfgvyyrel	2014-11-20 16:49:29	42.292238	-71.041067
Pompano Beach	FL	abegupbhefr-erfgnhenagf-yyp	2014-11-20 21:04:12	26.227082	-80.157249
Orlando	FL	nzrevpna-tlzxunan	2014-11-21 18:47:02	28.450701	-81.486265
Green Bay	WI	uvagreynaq-tnfgebcho	2014-11-21 19:55:06	44.518933	-88.019631
New York	NY	yvy-senaxvrf-cvmmn	2014-11-21 22:19:57	40.723606	-73.988529
Newark	DE	ry-qvnoyb-oheevgbf	2014-11-21 22:49:33	39.683433	-75.747959
San Francisco	CA	ry-ahrib-sehgvynaqvn	2014-11-22 01:15:10	37.752433	-122.413454
Newport	RI	arjcbeg-lnpug-pyho	2014-11-24 21:53:39	41.488742	-71.319059
Phoenix 	AZ	nepnqvn-cerzvhz	2014-11-24 22:09:47	33.480304	-111.960265
Harrisburg	PA	mreb-qnl-oerjvat	2014-11-24 22:22:10	40.271602	-76.891406
San Diego	CA	cna-oba-yvggyr-vgnyl	2014-11-24 22:27:05	32.720519	-117.169464
Bloomsburg	PA	svyrg-18	2014-11-24 22:48:07	41.00301	-76.456877
eden	UT	abegu-sbex-gnoyr-yyp	2014-11-24 23:01:21	41.329849	-111.825156
Claremont 	CA	gvxxn-jencf-pheel-objyf	2014-11-25 19:21:38	34.094168	-117.71963
Richmond	VA	gur-gva-cna	2014-11-25 21:24:18	37.605993	-77.570484
 Nutley	NJ	pbjna-f-choyvp	2014-11-25 23:48:10	40.812585	-74.156216
Mattapan	MA	oerq-tbhezrg	2014-11-26 15:41:44	42.267836	-71.097137
Guerneville	CA	3-nynez-tevyy	2014-11-26 21:41:21	38.502061	-122.997543
Carson City	Nevada	ynxr-gnubr-oerjvat-pb	2014-11-26 23:18:06	39.165382	-119.767395
Bronx	New york	zrkvpbpvan	2014-11-27 00:00:38	40.811954	-73.909733
Brooklyn	NY	uv-uryyb	2014-11-28 17:28:28	40.70598	-73.922412
Wilmington	DE	2-sng-thlf-nzrevpna-tevyy	2014-11-28 20:58:08	39.800664	-75.547894
San Francisco	CA	fhafrg-erfreibve-oerjvat-pbzcnal	2014-12-01 15:07:42	37.753965	-122.482444
princeton	CA	gur-fvyirefgne-tevyy	2014-12-01 15:52:29	37.501707	-122.468838
Agoura Hills	Ca	pnsr-14	2014-12-01 17:53:13	34.148091	-118.782722
Carmel	IN	cvmmbybtl-jrfg-pynl	2014-12-01 19:51:11	39.973081	-86.196891
Decorah	Iowa	gbccyvat-tbyvngu-oerjvat-pbzcnal	2014-12-01 21:33:21	43.296694	-91.739496
Steamboat Springs	CO	onpx-qbbe-tevyy	2014-12-01 21:44:13	40.487141	-106.834576
Fuquay-Varina	NC	gur-zrrgvat-pbeare	2014-12-01 22:06:35	35.583206	-78.79949
Seattle	WA	freraqvcvgl-pnsr-frnggyr	2014-12-01 23:34:49	47.639848	-122.399414
Chicago	IL	wnz-erfgnhenag	2014-12-02 00:17:43	41.928022	-87.704783
Carlsbad	NM	puhepu-fg-tevyy	2014-12-02 00:41:05	32.428431	-104.229862
San Francisco	CA	oba-znepur	2014-12-02 19:03:33	37.776779	-122.416881
Brooklyn	NY	bhe-jvpxrq-ynql	2014-12-02 19:40:31	40.70937	-73.933333
Fishkill	NY	jbbql-f-snez-gb-gnoyr	2014-12-02 22:04:41	41.529794	-73.905939
Seattle	Washington	gng-f-qryvpngrffra	2014-12-03 16:43:43	47.601566	-122.332445
Brooklyn	NY	gjb-fnvagf	2014-12-04 19:04:01	40.671747	-73.950112
San Antonio	TX	nggntvey	2014-12-04 20:30:01	29.453882	-98.479677
PHILA	PA	yyblq-juvfxrl-one	2014-12-04 21:41:56	39.971473	-75.12771
Chicago	IL	obz-obyyn	2014-12-04 22:27:55	41.908951	-87.674701
Denver	Colorado	ebbfgre-naq-zbba	2014-12-08 18:17:11	39.731526	-104.990672
Denver	CO	hcfgnvef-pvephf	2014-12-08 19:53:39	39.750976	-105.001734
Garfield	NJ	obheoba-ood-2aq-ybpngvba	2014-12-08 20:59:46	40.881613	-74.101149
Napa	CA	naqvrf-pnsr	2014-12-09 18:49:23	38.299257	-122.304793
Reading	PA	fvk-bar-b-pnsr	2014-12-09 22:01:12	40.364928	-75.932064
Marina Del Rey	CA	bar-gjragl-guerr	2014-12-10 21:52:37	33.980196	-118.46525
Washington	DC	xurcen-f-enj-sbbq-whvpr-one	2014-12-11 01:35:51	38.900365	-77.000273
Laguna Beach	CA	znva-fgerrg-one-naq-pnonerg	2014-12-11 17:54:59	33.531554	-117.774201
Binghamton	NY	pvgern	2014-12-11 19:56:41	42.093302	-75.923573
Americus	GA	qvyyvatre-f-erfgnhenag	2014-12-11 21:17:27	32.074598	-84.232554
New York	NY	jnffnvy	2014-12-11 21:47:16	40.721025	-73.988477
Amesbury	MA	gur-abfurel	2014-12-12 18:32:53	42.857797	-70.929536
Portland	OR	qbp	2014-12-12 21:56:03	45.563043	-122.635168
Chicago	Illinois	ybfg-ynxr-gunax-lbh	2014-12-12 22:18:00	41.932347	-87.707139
Chicago	IL	xnssr-pnsr	2014-12-12 23:05:47	41.91752	-87.71464
Laplace	LA	ubbs-qnqql-f-ood-tevyyr	2014-12-12 23:57:18	30.071145	-90.489973
New York	NY	rzcryyba-gndhrevn-2	2014-12-15 15:28:07	40.734253	-74.002984
Harrisonburg	VA	cnyr-sver-oerjvat-pb	2014-12-15 17:20:58	38.447161	-78.871242
New York	NY	cnfgn-one-2-ol-fpbggb	2014-12-15 20:22:32	40.759612	-73.987413
Pittsburgh	PA	fcnx-oebguref	2014-12-15 21:32:22	40.465073	-79.942513
Winter Park	FL	gbnfgrq-jvagre-cnex	2014-12-16 17:02:00	28.589563	-81.334901
Nutley	NJ	svg-k-aw	2014-12-16 19:39:53	40.815723	-74.161728
Los Angeles	CA 	oebjafgbar-ovfgeb	2014-12-16 23:00:12	34.047586	-118.323868
Philadelphia	PA	oevpx-naq-zbegne	2014-12-17 21:32:31	39.958233	-75.158236
Nutley	NJ	zbagpynve-oybbzsvryq-sng-ybff	2014-12-18 15:46:53	40.815662	-74.161816
San Pedro	CA	ahqn-fna-crqeb	2014-12-18 17:38:56	33.73857	-118.285939
Los Angeles	CA	ahqn-orireyl-uvyyf	2014-12-18 17:48:34	34.106577	-118.271818
Milpitas	CA	rqtvrf	2014-12-18 18:09:46	37.427307	-121.896327
Los Angeles	CA	gur-snovbyhf-phpvan-pnsr	2014-12-18 20:05:35	34.097769	-118.326011
Dallas	TX	oenvaqrnq-oerjvat	2014-12-18 22:00:49	32.783817	-96.785386
Boston	MA	zbbafuvar-152	2014-12-18 22:37:56	42.33579	-71.05461
Palatine	IL	cnyngvar-uvyyf-tbys-pyho	2014-12-19 00:06:36	42.124318	-88.055532
new york	NY	cvrefvqr-pngrevat	2014-12-19 15:53:27	40.763697	-73.997549
Beverly Hills	CA	gur-cvmmn-fgngvba	2014-12-19 16:28:17	34.111726	-118.391299
New York	NY	aberrghu-erfgnhenag	2014-12-19 16:41:21	40.727264	-73.985197
Brooklyn	NY	ehpbyn	2014-12-19 16:51:43	40.685568	-73.985897
Lawrenceville	GA	bar-fgbc-sbbq-pbheg	2014-12-19 20:58:19	33.95149	-83.993219
BAY SHORE	NY 	unys-craal-cho	2014-12-19 21:11:17	40.720334	-73.249515
Los Angeles 	CA	gur-yvggyr-rnfl	2014-12-20 00:36:42	34.047529	-118.250286
Sherman Oaks	CA	gur-bar-hc	2014-12-20 04:27:14	34.148148	-118.430425
Fresno	California	cneqvav-f	2014-12-22 21:59:36	36.807457	-119.832113
Aurora 	MO	obbgyrttref-erfgnhenag-oerjrel	2014-12-23 20:05:47	36.975289	-93.720918
Lawrenceville	GA	tbnq-oneorphr-pbzcnal	2014-12-26 15:05:09	33.973759	-83.995711
Los Angeles 	California	pun-pun-ybhatr	2014-12-26 22:47:17	34.099369	-118.259526
Sylvan Lake	MI	terrafcnpr-pnsr	2014-12-29 16:14:15	42.615443	-83.327537
fairport	NY	gur-pho-ebbz	2014-12-29 17:27:34	43.065577	-77.44018
Napa	CA	wnk-qvare	2014-12-29 19:21:52	38.299038	-122.286659
Corona	CA	orggl-snlr-f-pnsr	2014-12-29 19:54:09	33.891269	-117.564346
Hoboken	NJ	phpunenznzn	2014-12-29 20:15:43	40.740673	-74.034596
Pasadena	CA	xvyyebl-f-fnaqjvpu-snpgbel-sbbguvyy	2014-12-29 20:39:48	34.149549	-118.10724
Anaheim	CA	cncn-cvyb-f-cvmmn	2014-12-29 20:46:58	33.816864	-118.008787
Washington	DC	onxref-naq-onevfgnf	2014-12-30 17:52:21	38.896307	-77.021752
Outing	MN	cvpxyrq-ybba-fnybba	2014-12-30 18:07:20	46.82005	-93.944383
Portland	OR	fzbxrubhfr-21-21fg-nir	2014-12-30 19:43:05	45.517773	-122.651101
Boston	MA	zlref-punat	2014-12-30 22:14:48	42.343882	-71.066354
Tomah	WI	oc-fzbxrubhfr	2014-12-30 22:55:30	43.99886	-90.506848
Oakland	CA	pnyniren	2014-12-31 18:20:06	37.812863	-122.266101
Napa	CA	mhmh	2014-12-31 18:23:18	38.313837	-122.273109
Parsippany	NJ	oyvff-pngreref	2014-12-31 18:33:26	40.857019	-74.348846
Victor 	NY	znp-f-cuvyyl-fgrnxf	2014-12-31 18:53:32	42.973973	-77.376678
Piscataway	NJ	lbtv-f-snzbhf-cvmmn	2014-12-31 19:04:50	40.540215	-74.422517
Mountain View	CA	knau-erfgnhenag	2015-01-01 01:08:41	37.394928	-122.078649
San Francisco	CA	oyhe	2015-01-01 02:01:48	37.787203	-122.420138
Chicago	ILLINOIS	fubrf-cho	2015-01-04 01:52:46	41.918257	-87.656798
Chicago	IL	ybhvr-f-ovfgeb-one	2015-01-06 21:43:58	41.896917	-87.643547
Playa Del Rey	CA 	nfnc-cubentr	2015-01-06 23:15:25	33.959692	-118.447871
Jackson Hole	WY	ry-gynkpnygrpn-wnpxfba-ubyr	2015-01-06 23:50:10	43.474996	-110.766021
Sea Cliff	NY	negnhk-yyp	2015-01-07 21:11:22	40.850417	-73.635931
Commack	NY	pnsr-zraqbmn	2015-01-07 21:23:37	40.838645	-73.2949
Boulder	CO	qvfu-tbhezrg	2015-01-07 21:42:52	40.019724	-105.270153
Des Moines	IA	znq-zrngonyy	2015-01-07 22:13:34	41.583135	-93.608641
Oakland	CA	unm-zng	2015-01-08 00:40:40	37.796427	-122.271254
East Cambridge	MA	yblny-avar	2015-01-09 21:06:34	42.371864	-71.08762
Valencia	CA	cvax-fnyg-tevyy	2015-01-10 01:04:03	34.419856	-118.546287
New York 	NY 	gur-hc-hc	2015-01-12 17:49:01	40.729675	-74.000443
Brooklyn	NY	gur-pnfgryyb-cyna	2015-01-12 20:00:24	40.640233	-73.966666
Brooklyn	NY	zvzv-f-uhzzhf	2015-01-12 20:18:03	40.640332	-73.966759
Brooklyn	NY	whar	2015-01-13 00:22:22	40.68605	-73.993858
Blaine	MN	oevpxf-xvgpura-cho	2015-01-13 15:53:26	45.168671	-93.232663
New York City	NY	frnzfgerff	2015-01-14 16:41:36	40.77015	-73.954948
New York	NY	ivgvf-yn-ivarevn	2015-01-14 18:35:26	40.738434	-73.983762
Cincinnati	OH	grn-a-objy	2015-01-14 20:24:45	39.127719	-84.519893
Miami Beach	FL	yn-sbaqn	2015-01-14 21:05:22	25.78301	-80.131517
RICHMOND	VA	jcn-onxrel	2015-01-15 22:28:08	37.53115	-77.415957
Denver	Colorado	zpn-pnsr	2015-01-16 18:29:32	39.752301	-105.004237
Harrisonburg	VA	fbpvny-oneorphr	2015-01-17 02:46:39	38.448371	-78.868708
Wilmington	DE	oba-nccrgvg	2015-01-19 20:13:40	39.809239	-75.548794
Brooklyn	NY	tenaq-nezl	2015-01-21 18:42:38	40.688159	-73.986586
Los Angeles	CA	fvzcyrguvatf-3eq-fgerrg	2015-01-21 19:27:06	34.072456	-118.370504
Detroit	MI	pnsr-78	2015-01-21 21:13:47	42.353704	-83.061659
Lafayette	IN	pbml-gnirea	2015-01-21 23:11:33	40.417825	-86.859576
milford	mi	ivyyntr-one-naq-xvgpura	2015-01-22 19:34:25	42.592482	-83.600887
Niles	IL	bnx-zvyy-onxrel-zvyjnhxrr	2015-01-23 00:01:09	42.026545	-87.814955
Greensburg	KS	erq-genpgbe	2015-01-23 00:13:40	37.605377	-99.292825
Anchorage	AK	jvyqrearff-rkcerff	2015-01-23 00:17:51	61.224873	-149.888626
Chicago	IL	bnx-zvyy-onxrel-abegu-nir	2015-01-23 17:23:47	41.910596	-87.682684
Santa Cruz	CA	cnevfu-choyvpx-ubhfr	2015-01-26 18:51:23	36.961136	-122.043775
Santa Cruz	CA	gur-znvqra-choyvpx-ubhfr	2015-01-26 20:44:30	36.961136	-122.043775
Tempe	AZ	ovgr-zr-fhof	2015-01-26 21:55:37	33.407591	-111.947075
Nashville	TN	tbbml-anfuivyyr	2015-01-28 18:22:29	36.107504	-86.814796
Forest Hills	NY	gur-bgure-cynpr	2015-01-29 00:32:19	40.710421	-73.849112
San Francisco	CA	ehfgl-f-fbhgurea	2015-01-29 01:24:21	37.784297	-122.418578
King City	CA	gur-pbex-cybhtu	2015-01-29 19:47:45	36.213497	-121.12579
New York	NY	fhccre-erfgnhenag	2015-01-29 20:17:10	40.722927	-73.985198
Yelm	WA	rzzn-f-ng-gnubzn-inyyrl	2015-01-29 20:26:05	46.941492	-122.612424
Houston	TX	ubhfgba-jngpu-pbzcnal	2015-01-30 16:41:42	29.763316	-95.360668
Washington	DC	one-pvivgn	2015-01-30 22:04:40	38.923837	-77.05236
Brooklyn	NY	znavyn-fbpvny-pyho	2015-01-30 22:21:26	40.713745	-73.957853
Brooklyn	NY	gur-fnzcyre	2015-01-30 23:07:50	40.705545	-73.922317
San Pedro	CA	svyvccbf-cvmmn	2015-01-30 23:25:38	33.729199	-118.292699
Kirkland	WA	pbhmva-f-pnsr	2015-02-01 00:53:09	47.67944	-122.167083
St. Petersburg	FL 	oevpx-zbegne-fg-crgrefohet	2015-02-02 18:51:09	27.771349	-82.641053
Edmond	Oklahoma	gur-cngevnepu	2015-02-04 23:22:24	35.658614	-97.480274
Los Angeles	CA	zry-f-svfu-znexrg	2015-02-06 21:10:37	34.025419	-118.345931
Tuscon	AZ	uvtujver-ybhatr	2015-02-06 23:06:50	32.221793	-110.96816
White Plains	NY	arffn-fnel-avooyrf	2015-02-09 20:15:23	41.027119	-73.758407
Rowland Heights	CA	j-unhf-frnsbbq-one	2015-02-10 01:37:50	33.992193	-117.89077
LEWISVILLE	T	fdhner-bar-fvqrjnyx-pnsr	2015-02-11 15:36:35	33.046096	-96.994842
Falmouth	MA	bfgrevn-yn-pvirggn	2015-02-11 20:18:16	41.552925	-70.617915
Portland	OR	kvpb	2015-02-11 21:30:08	45.504938	-122.625243
Manhattan	KS	324-fcrnxrnfl	2015-02-11 23:05:32	39.178551	-96.561553
Los Angeles	CA	funlna-rkcerff	2015-02-12 19:08:11	34.037924	-118.253003
Kennebunk	ME	byq-ivarf-jvar-one	2015-02-12 22:18:49	43.360277	-70.483662
Port Chester	NY	cvppbyb-cbeg-purfgre	2015-02-13 18:08:52	41.005743	-73.658874
Anchorage	AK	lnxvgbev-fhfuv-ubhfr	2015-02-14 02:11:17	61.180779	-149.82798
Washington	DC	zbpxvatoveq-uvyy	2015-02-16 21:45:42	38.915246	-77.02162
Los Angeles	CA	pbssrrcerarhe-yn-yyp	2015-02-17 00:47:50	34.032575	-118.273643
Portland	OR	onggre	2015-02-17 19:30:32	45.548458	-122.617773
Washington 	District 	fvyire-pehfg	2015-02-17 20:47:04	38.910886	-77.035916
New York	NY	znabhfuru-arj	2015-02-17 21:43:31	40.72936	-74.001399
Des Moines	WA	nyy-fgne-fcbegf-one	2015-02-17 21:51:49	47.401665	-122.324984
Nashville	TN	gur-sbbq-pbzcnal	2015-02-18 01:33:44	36.110242	-86.851925
Los Angeles	CA	zvavone-ubyyljbbq	2015-02-18 19:30:29	34.10544	-118.323679
Tustin	CA	prageb	2015-02-18 21:33:09	33.741943	-117.823259
Charleston	SC	frnanpunv	2015-02-18 22:37:45	32.731191	-79.973207
Pasco	WA	shrtb-zrkvpna-erfgnhenag	2015-02-19 00:20:12	46.235472	-119.118363
Pasco	WA	yn-pbpvan	2015-02-19 00:29:41	46.235472	-119.118363
Philadelphia	PA	fpengpu-ovfphvgf	2015-02-19 18:07:33	39.950416	-75.162078
Atlantic Beach	NC	pryroengvba-pbggntr	2015-02-19 21:39:43	34.697977	-76.729873
Harrison	NY	273-xvgpura	2015-02-19 21:51:49	40.968665	-73.71295
Portland	OR	gur-xabpx-onpx	2015-02-19 23:40:22	45.559231	-122.641517
NEW YORK	NY	nznyv-2	2015-02-20 19:15:23	40.763273	-73.968646
chicago	il	uneel-f-iryirg-ebbz	2015-02-21 00:43:10	41.921772	-87.666277
Oakland	ME	evirefvqr-snez-erfgnhenag-jvar-znexrg	2015-02-23 20:25:04	44.562938	-69.696516
Indianapolis	IN	ubgry-gnatb-juvfxrl	2015-02-23 22:08:47	39.757467	-86.14494
Iuka	MS	ubzrfgrnq-erfgnhenag	2015-02-23 23:50:18	34.802196	-88.203865
Chesterton	IN	uhagre-f-oerjvat	2015-02-24 00:02:51	41.618132	-87.045134
Harwich Port	MA	whvpr-one	2015-02-24 18:11:12	41.669498	-70.059128
Jackson	WY	cvpnf-zrkvpna-gndhrevn	2015-02-24 21:18:02	43.471847	-110.787297
Diamond Bar	CA	ehgg-f-unjnvvna-pnsr	2015-02-24 22:48:29	33.975968	-117.844563
Lawrenceburg	IN	evire-pvgl-tevyyr	2015-02-25 18:41:32	39.092599	-84.847583
Miami Beach	FL	cndhvgbf-zrkvpna	2015-02-25 20:32:16	25.925043	-80.153021
San Francisco	CA	cebiraqre	2015-02-26 19:18:07	37.762443	-122.396888
Royal Oak	MI	ebnx-oerjvat-pbzcnal	2015-02-26 21:52:50	42.483481	-83.141745
North Wildwood	NJ	fbhgu-qbpx-pnsr-znevan	2015-02-26 22:13:19	39.005188	-74.802196
Brooklyn	NY	i-fcbg	2015-02-27 17:00:30	40.678109	-73.979602
Brooklyn	NY	yrsg-unaq-cngu	2015-02-27 20:33:54	40.705176	-73.920148
Chattanooga	TN	gjb-gra-wnpx-punggnabbtn	2015-02-27 21:43:06	35.04284	-85.308988
West Harrison	New york	ivn-yntb	2015-02-27 21:53:14	41.043358	-73.747144
Norton Shores	MI	oryyn-znevn-f-evfgbenagr-rirag-pragre	2015-02-27 23:17:18	43.132147	-86.258067
Muskegon	MI	grqql-fcnturggvf	2015-02-27 23:39:46	43.1907	-86.169427
Lafayette	La	cbc-f-cboblf	2015-03-02 18:16:36	30.22182	-92.018891
Burbank	CA	tnzrf-guebarf	2015-03-02 22:07:14	34.191617	-118.342016
Los Alamos	NM	pbggbajbbq-ba-gur-terraf	2015-03-02 22:19:57	35.901139	-106.305177
Miami	FL	oenffrevr-nmhe	2015-03-02 23:04:09	25.807505	-80.193333
Santa Fe 	NM	pnsr-pnsr	2015-03-02 23:19:45	35.682975	-105.945004
Bellevue	KY	ivetvy-f-pnsr	2015-03-03 17:39:32	39.108703	-84.480022
Sammamish	WA	zbxfun	2015-03-03 22:54:05	47.609011	-122.015348
Chicago	IL	gur-trareny-erfgnhenag-zrepnagvyr	2015-03-04 17:28:34	41.927542	-87.697815
Suamico	Wisconsin	gur-zhfgneq-frrq-pnsr	2015-03-04 22:15:12	44.591811	-88.087501
Minneapolis	MN	pbeare-gnoyr	2015-03-05 17:00:16	44.920263	-93.277563
Lafayette	LA	heonab-f-gndhrevn-2	2015-03-05 21:39:11	30.206334	-92.041682
Dana Point	CA	qbural-sbbq-pb	2015-03-06 17:28:00	33.463855	-117.686566
seabrook	TX	yn-cbm-pnsr	2015-03-06 18:41:49	29.583732	-95.033851
Hoboken	New Jersey	mnsen-xvgpura	2015-03-06 18:51:56	40.740707	-74.033579
Ithaca	NY	fnvtba-xvgpura-103-xnl-fgerrg	2015-03-06 20:06:58	42.4395	-76.507461
Naples	FL	tenpr-furyyl-f-phcpnxrf-zrepngb	2015-03-09 18:09:33	26.254001	-81.799971
San Francisco	CA	gjb-fvfgref-one-naq-obbxf	2015-03-09 23:43:50	37.776369	-122.425774
Baltimore	MD	pneznf-pnsr	2015-03-10 18:13:20	39.326577	-76.616647
Santa Monica	CA	gunv-qvfurf	2015-03-10 22:28:28	34.030661	-118.483653
Eugene	OR	arj-znk-f-gnirea	2015-03-11 18:04:38	44.045263	-123.084484
Fredericksburg	TX	jbreare-jnerubhfr	2015-03-11 22:44:27	30.270611	-98.870577
Chicago	IL	urngvat-pbbyvat	2015-03-12 16:57:57	41.946259	-87.656184
San Francisco	CA	gevcyr-ibbqbb	2015-03-16 18:05:35	37.761216	-122.388383
Brooklyn	NY	jvyybj	2015-03-17 17:58:30	40.681444	-73.955855
Portland	OR	cnpvsvp-cvr-pbzcnal	2015-03-17 20:34:50	45.511831	-122.658399
Portland	OR	gurer-or-zbafgref	2015-03-18 16:56:07	45.517074	-122.652454
Warren	RI	oljngre	2015-03-18 21:43:33	41.729566	-71.284777
Denver	CO	ryxuneg-vaa	2015-03-18 22:56:58	39.778453	-104.983113
Charlottesville	VA	oebbxivyyr	2015-03-19 18:06:53	38.031511	-78.482732
Gardiner	Montana	grqql-f-lryybjfgbar-pnsr	2015-03-20 18:57:59	45.029938	-110.706586
East Troy	WI	qbpxfvqr	2015-03-20 19:24:36	42.826443	-88.367327
Gardena	CA	gur-terra-byvir-tneqran	2015-03-23 22:42:17	33.858301	-118.290509
Astoria	NY	gur-cbc-one-nfgbevn	2015-03-24 22:29:22	40.772282	-73.929228
San Francisco	CA	gur-jubyr-ornfg-ng-gur-lneq	2015-03-24 22:47:20	37.776281	-122.390085
Pullman	WA	rgfv-oenib	2015-03-25 18:53:34	46.729392	-117.18109
Chatsworth 	CA	ybf-gbebf-zrkvpna-erfgnhenag	2015-03-25 21:26:09	34.257529	-118.603172
Venice	California	onealneq-iravpr	2015-03-25 21:30:57	33.986638	-118.471643
Astoria	NY	fabjqbavn-nfgbevn	2015-03-26 18:18:37	40.757891	-73.927405
New York	New York	wbr-f	2015-03-26 22:20:36	40.785962	-73.976669
Chicago	IL	snvejnlf	2015-03-26 22:41:10	41.917808	-87.657017
LOS ANGELES	CA	v-ybir-fjrrgrn-2	2015-03-26 22:53:26	34.076884	-118.343774
San Francisco	CA	travhf-ovfgeb	2015-03-27 20:35:56	37.790841	-122.40128
San Francisco	CA	travhf-rfcerffb-one	2015-03-27 20:54:10	37.790841	-122.40128
fish creek	Wisconsin	jvyq-gbzngb	2015-03-27 22:23:25	45.125116	-87.236656
Fountain Valley	CA	fvmmyre-sbhagnva-inyyrl	2015-03-27 22:46:37	33.715712	-117.963521
Pittsburgh	Pa	gur-gjvfgrq-serapuzna	2015-03-30 20:01:07	40.460263	-79.925334
Cypress	TX	zrmmnabggr-evfgbenagr	2015-03-30 20:38:18	29.994963	-95.624704
